GEOID1,GEOID2,Subset,County,State,Continent,variable,estimate,moe,year,Tag
41051,5506340775,La Crosse city, La Crosse County, Wisconsin,,MOVEDNET,6,13,2018,OOS
41051,5509501725,Amery city, Polk County, Wisconsin,,MOVEDOUT,6,12,2018,OOS
41051,55063,,La Crosse County, Wisconsin,,MOVEDIN,6,13,2018,OOS
41051,55063,,La Crosse County, Wisconsin,,MOVEDNET,6,13,2018,OOS
41051,55095,,Polk County, Wisconsin,,MOVEDOUT,6,12,2018,OOS
41051,56021,,Laramie County, Wyoming,,MOVEDOUT,6,9,2018,OOS
41051,16003,,Adams County, Idaho,,MOVEDOUT,5,7,2010,OOS
41051,16031,,Cassia County, Idaho,,MOVEDOUT,5,9,2010,OOS
41051,2300346685,Monticello town, Aroostook County, Maine,,MOVEDOUT,5,7,2010,OOS
41051,23003,,Aroostook County, Maine,,MOVEDOUT,5,7,2010,OOS
41051,24005,,Baltimore County, Maryland,,MOVEDNET,5,28,2010,OOS
41051,2700725352,Grant Valley township, Beltrami County, Minnesota,,MOVEDOUT,5,7,2010,OOS
41051,2717112448,Cokato township, Wright County, Minnesota,,MOVEDOUT,5,7,2010,OOS
41051,27171,,Wright County, Minnesota,,MOVEDOUT,5,7,2010,OOS
41051,30009,,Carbon County, Montana,,MOVEDOUT,5,7,2010,OOS
41051,3300900580,Alexandria town, Grafton County, New Hampshire,,MOVEDOUT,5,8,2010,OOS
41051,3300933860,Hanover town, Grafton County, New Hampshire,,MOVEDNET,5,31,2010,OOS
41051,3607957584,Philipstown town, Putnam County, New York,,MOVEDOUT,5,8,2010,OOS
41051,3608944490,Madrid town, St. Lawrence County, New York,,MOVEDOUT,5,7,2010,OOS
41051,36031,,Essex County, New York,,MOVEDNET,5,19,2010,OOS
41051,36079,,Putnam County, New York,,MOVEDOUT,5,8,2010,OOS
41051,38097,,Traill County, North Dakota,,MOVEDOUT,5,7,2010,OOS
41051,4207152016,Mountville borough, Lancaster County, Pennsylvania,,MOVEDOUT,5,7,2010,OOS
41051,42071,,Lancaster County, Pennsylvania,,MOVEDOUT,5,7,2010,OOS
41051,48377,,Presidio County, Texas,,MOVEDOUT,5,9,2010,OOS
41051,06077,,San Joaquin County, California,,MOVEDNET,5,25,2015,OOS
41051,08003,,Alamosa County, Colorado,,MOVEDIN,5,12,2015,OOS
41051,08003,,Alamosa County, Colorado,,MOVEDNET,5,12,2015,OOS
41051,0900382590,West Hartford town, Hartford County, Connecticut,,MOVEDOUT,5,10,2015,OOS
41051,12091,,Okaloosa County, Florida,,MOVEDNET,5,33,2015,OOS
41051,16015,,Boise County, Idaho,,MOVEDIN,5,15,2015,OOS
41051,16015,,Boise County, Idaho,,MOVEDNET,5,15,2015,OOS
41051,16055,,Kootenai County, Idaho,,MOVEDNET,5,36,2015,OOS
41051,16073,,Owyhee County, Idaho,,MOVEDOUT,5,8,2015,OOS
41051,17043,,DuPage County, Illinois,,MOVEDIN,5,7,2015,OOS
41051,19051,,Davis County, Iowa,,MOVEDOUT,5,9,2015,OOS
41051,20173,,Sedgwick County, Kansas,,MOVEDOUT,5,13,2015,OOS
41051,24013,,Carroll County, Maryland,,MOVEDIN,5,9,2015,OOS
41051,24013,,Carroll County, Maryland,,MOVEDNET,5,9,2015,OOS
41051,31049,,Deuel County, Nebraska,,MOVEDOUT,5,7,2015,OOS
41051,3602975000,Tonawanda town, Erie County, New York,,MOVEDIN,5,7,2015,OOS
41051,3602975000,Tonawanda town, Erie County, New York,,MOVEDNET,5,7,2015,OOS
41051,36103,,Suffolk County, New York,,MOVEDNET,5,26,2015,OOS
41051,39093,,Lorain County, Ohio,,MOVEDOUT,5,10,2015,OOS
41051,41023,,Grant County, Oregon,,MOVEDOUT,5,8,2015,IS
41051,4200305312,Bellevue borough, Allegheny County, Pennsylvania,,MOVEDOUT,5,8,2015,OOS
41051,4204111272,Carlisle borough, Cumberland County, Pennsylvania,,MOVEDOUT,5,10,2015,OOS
41051,42041,,Cumberland County, Pennsylvania,,MOVEDOUT,5,10,2015,OOS
41051,4400759000,Providence city, Providence County, Rhode Island,,MOVEDNET,5,25,2015,OOS
41051,49013,,Duchesne County, Utah,,MOVEDOUT,5,11,2015,OOS
41051,53019,,Ferry County, Washington,,MOVEDOUT,5,12,2015,OOS
41051,53059,,Skamania County, Washington,,MOVEDOUT,5,6,2015,OOS
41051,54011,,Cabell County, West Virginia,,MOVEDIN,5,12,2015,OOS
41051,54011,,Cabell County, West Virginia,,MOVEDNET,5,12,2015,OOS
41051,54061,,Monongalia County, West Virginia,,MOVEDNET,5,59,2015,OOS
41051,5506340775,La Crosse city, La Crosse County, Wisconsin,,MOVEDIN,5,10,2015,OOS
41051,5506340775,La Crosse city, La Crosse County, Wisconsin,,MOVEDNET,5,10,2015,OOS
41051,55063,,La Crosse County, Wisconsin,,MOVEDIN,5,10,2015,OOS
41051,55063,,La Crosse County, Wisconsin,,MOVEDNET,5,10,2015,OOS
41051,06025,,Imperial County, California,,MOVEDIN,5,10,2018,OOS
41051,06025,,Imperial County, California,,MOVEDNET,5,10,2018,OOS
41051,06045,,Mendocino County, California,,MOVEDOUT,5,10,2018,OOS
41051,08085,,Montrose County, Colorado,,MOVEDIN,5,11,2018,OOS
41051,08085,,Montrose County, Colorado,,MOVEDNET,5,11,2018,OOS
41051,0901152350,New London town, New London County, Connecticut,,MOVEDOUT,5,9,2018,OOS
41051,09011,,New London County, Connecticut,,MOVEDOUT,5,9,2018,OOS
41051,21067,,Fayette County, Kentucky,,MOVEDIN,5,8,2018,OOS
41051,2500371095,Tyringham town, Berkshire County, Massachusetts,,MOVEDOUT,5,11,2018,OOS
41051,25003,,Berkshire County, Massachusetts,,MOVEDOUT,5,11,2018,OOS
41051,2608134000,Grand Rapids city, Kent County, Michigan,,MOVEDIN,5,10,2018,OOS
41051,31109,,Lancaster County, Nebraska,,MOVEDIN,5,10,2018,OOS
41051,3602902000,Amherst town, Erie County, New York,,MOVEDIN,5,12,2018,OOS
41051,3602902000,Amherst town, Erie County, New York,,MOVEDNET,5,12,2018,OOS
41051,3606773000,Syracuse city, Onondaga County, New York,,MOVEDOUT,5,10,2018,OOS
41051,36067,,Onondaga County, New York,,MOVEDOUT,5,10,2018,OOS
41051,38035,,Grand Forks County, North Dakota,,MOVEDOUT,5,10,2018,OOS
41051,39093,,Lorain County, Ohio,,MOVEDIN,5,6,2018,OOS
41051,39139,,Richland County, Ohio,,MOVEDOUT,5,9,2018,OOS
41051,4200117640,Cumberland township, Adams County, Pennsylvania,,MOVEDOUT,5,10,2018,OOS
41051,48169,,Garza County, Texas,,MOVEDOUT,5,9,2018,OOS
41051,48451,,Tom Green County, Texas,,MOVEDOUT,5,10,2018,OOS
41051,5502745975,Lowell town, Dodge County, Wisconsin,,MOVEDOUT,5,6,2018,OOS
41051,55027,,Dodge County, Wisconsin,,MOVEDOUT,5,6,2018,OOS
41051,55133,,Waukesha County, Wisconsin,,MOVEDNET,5,20,2018,OOS
41051,06017,,El Dorado County, California,,MOVEDOUT,4,9,2010,OOS
41051,06093,,Siskiyou County, California,,MOVEDIN,4,12,2010,OOS
41051,12089,,Nassau County, Florida,,MOVEDIN,4,7,2010,OOS
41051,16009,,Benewah County, Idaho,,MOVEDOUT,4,6,2010,OOS
41051,17043,,DuPage County, Illinois,,MOVEDNET,4,19,2010,OOS
41051,2501161905,Shutesbury town, Franklin County, Massachusetts,,MOVEDOUT,4,5,2010,OOS
41051,29077,,Greene County, Missouri,,MOVEDNET,4,24,2010,OOS
41051,30081,,Ravalli County, Montana,,MOVEDOUT,4,8,2010,OOS
41051,39035,,Cuyahoga County, Ohio,,MOVEDNET,4,29,2010,OOS
41051,40115,,Ottawa County, Oklahoma,,MOVEDOUT,4,6,2010,OOS
41051,41021,,Gilliam County, Oregon,,MOVEDOUT,4,7,2010,IS
41051,53075,,Whitman County, Washington,,MOVEDOUT,4,13,2010,OOS
41051,5502548750,Maple Bluff village, Dane County, Wisconsin,,MOVEDOUT,4,6,2010,OOS
41051,01017,,Chambers County, Alabama,,MOVEDIN,4,9,2015,OOS
41051,01017,,Chambers County, Alabama,,MOVEDNET,4,9,2015,OOS
41051,02122,,Kenai Peninsula Borough, Alaska,,MOVEDIN,4,8,2015,OOS
41051,02150,,Kodiak Island Borough, Alaska,,MOVEDNET,4,14,2015,OOS
41051,06013,,Contra Costa County, California,,MOVEDNET,4,146,2015,OOS
41051,06025,,Imperial County, California,,MOVEDIN,4,8,2015,OOS
41051,06025,,Imperial County, California,,MOVEDNET,4,8,2015,OOS
41051,12115,,Sarasota County, Florida,,MOVEDOUT,4,7,2015,OOS
41051,16009,,Benewah County, Idaho,,MOVEDOUT,4,6,2015,OOS
41051,16025,,Camas County, Idaho,,MOVEDOUT,4,9,2015,OOS
41051,16035,,Clearwater County, Idaho,,MOVEDOUT,4,8,2015,OOS
41051,20137,,Norton County, Kansas,,MOVEDOUT,4,7,2015,OOS
41051,2601930260,Frankfort city, Benzie County, Michigan,,MOVEDOUT,4,10,2015,OOS
41051,2608134000,Grand Rapids city, Kent County, Michigan,,MOVEDIN,4,7,2015,OOS
41051,2608134000,Grand Rapids city, Kent County, Michigan,,MOVEDNET,4,7,2015,OOS
41051,26019,,Benzie County, Michigan,,MOVEDOUT,4,10,2015,OOS
41051,26081,,Kent County, Michigan,,MOVEDIN,4,7,2015,OOS
41051,26081,,Kent County, Michigan,,MOVEDNET,4,7,2015,OOS
41051,2705701918,Arago township, Hubbard County, Minnesota,,MOVEDOUT,4,5,2015,OOS
41051,2710334856,Lake Prairie township, Nicollet County, Minnesota,,MOVEDOUT,4,7,2015,OOS
41051,27057,,Hubbard County, Minnesota,,MOVEDOUT,4,5,2015,OOS
41051,3604378927,Webb town, Herkimer County, New York,,MOVEDIN,4,8,2015,OOS
41051,3604378927,Webb town, Herkimer County, New York,,MOVEDNET,4,8,2015,OOS
41051,36043,,Herkimer County, New York,,MOVEDIN,4,8,2015,OOS
41051,36043,,Herkimer County, New York,,MOVEDNET,4,8,2015,OOS
41051,38007,,Billings County, North Dakota,,MOVEDOUT,4,6,2015,OOS
41051,38055,,McLean County, North Dakota,,MOVEDOUT,4,5,2015,OOS
41051,38105,,Williams County, North Dakota,,MOVEDOUT,4,7,2015,OOS
41051,39055,,Geauga County, Ohio,,MOVEDNET,4,26,2015,OOS
41051,42001,,Adams County, Pennsylvania,,MOVEDOUT,4,8,2015,OOS
41051,53013,,Columbia County, Washington,,MOVEDOUT,4,6,2015,OOS
41051,5500514325,Chetek city, Barron County, Wisconsin,,MOVEDOUT,4,7,2015,OOS
41051,5513319400,Delafield city, Waukesha County, Wisconsin,,MOVEDOUT,4,8,2015,OOS
41051,55005,,Barron County, Wisconsin,,MOVEDOUT,4,7,2015,OOS
41051,02016,,Aleutians West Census Area, Alaska,,MOVEDOUT,4,6,2018,OOS
41051,04009,,Graham County, Arizona,,MOVEDOUT,4,6,2018,OOS
41051,06017,,El Dorado County, California,,MOVEDNET,4,19,2018,OOS
41051,16067,,Minidoka County, Idaho,,MOVEDOUT,4,7,2018,OOS
41051,17073,,Henry County, Illinois,,MOVEDOUT,4,6,2018,OOS
41051,2300571990,South Portland city, Cumberland County, Maine,,MOVEDIN,4,8,2018,OOS
41051,24013,,Carroll County, Maryland,,MOVEDIN,4,11,2018,OOS
41051,24013,,Carroll County, Maryland,,MOVEDNET,4,11,2018,OOS
41051,2502360330,Scituate town, Plymouth County, Massachusetts,,MOVEDIN,4,6,2018,OOS
41051,2502360330,Scituate town, Plymouth County, Massachusetts,,MOVEDNET,4,6,2018,OOS
41051,25023,,Plymouth County, Massachusetts,,MOVEDIN,4,6,2018,OOS
41051,25023,,Plymouth County, Massachusetts,,MOVEDNET,4,6,2018,OOS
41051,2601930260,Frankfort city, Benzie County, Michigan,,MOVEDOUT,4,9,2018,OOS
41051,26019,,Benzie County, Michigan,,MOVEDOUT,4,9,2018,OOS
41051,3602975000,Tonawanda town, Erie County, New York,,MOVEDIN,4,8,2018,OOS
41051,3602975000,Tonawanda town, Erie County, New York,,MOVEDNET,4,8,2018,OOS
41051,3605563000,Rochester city, Monroe County, New York,,MOVEDNET,4,30,2018,OOS
41051,3608755211,Orangetown town, Rockland County, New York,,MOVEDOUT,4,9,2018,OOS
41051,36055,,Monroe County, New York,,MOVEDNET,4,30,2018,OOS
41051,36075,,Oswego County, New York,,MOVEDOUT,4,7,2018,OOS
41051,36087,,Rockland County, New York,,MOVEDOUT,4,9,2018,OOS
41051,39167,,Washington County, Ohio,,MOVEDOUT,4,8,2018,OOS
41051,4204111272,Carlisle borough, Cumberland County, Pennsylvania,,MOVEDOUT,4,7,2018,OOS
41051,42041,,Cumberland County, Pennsylvania,,MOVEDOUT,4,7,2018,OOS
41051,51003,,Albemarle County, Virginia,,MOVEDOUT,4,8,2018,OOS
41051,51660,,Harrisonburg city, Virginia,,MOVEDOUT,4,6,2018,OOS
41051,5513319400,Delafield city, Waukesha County, Wisconsin,,MOVEDOUT,4,8,2018,OOS
41051,55133,,Waukesha County, Wisconsin,,MOVEDOUT,4,8,2018,OOS
41051,05005,,Baxter County, Arkansas,,MOVEDOUT,3,6,2010,OOS
41051,08077,,Mesa County, Colorado,,MOVEDOUT,3,12,2010,OOS
41051,2611364460,Pioneer township, Missaukee County, Michigan,,MOVEDOUT,3,4,2010,OOS
41051,26113,,Missaukee County, Michigan,,MOVEDOUT,3,4,2010,OOS
41051,31097,,Johnson County, Nebraska,,MOVEDOUT,3,7,2010,OOS
41051,33009,,Grafton County, New Hampshire,,MOVEDNET,3,35,2010,OOS
41051,3604557562,Philadelphia town, Jefferson County, New York,,MOVEDOUT,3,4,2010,OOS
41051,3606550309,New Hartford town, Oneida County, New York,,MOVEDIN,3,5,2010,OOS
41051,3606550309,New Hartford town, Oneida County, New York,,MOVEDNET,3,5,2010,OOS
41051,3608935595,Hopkinton town, St. Lawrence County, New York,,MOVEDOUT,3,5,2010,OOS
41051,3610159982,Pulteney town, Steuben County, New York,,MOVEDOUT,3,5,2010,OOS
41051,36065,,Oneida County, New York,,MOVEDIN,3,5,2010,OOS
41051,36101,,Steuben County, New York,,MOVEDOUT,3,5,2010,OOS
41051,41063,,Wallowa County, Oregon,,MOVEDOUT,3,4,2010,IS
41051,51135,,Nottoway County, Virginia,,MOVEDOUT,3,9,2010,OOS
41051,5514188575,Wood town, Wood County, Wisconsin,,MOVEDOUT,3,4,2010,OOS
41051,55141,,Wood County, Wisconsin,,MOVEDOUT,3,4,2010,OOS
41051,02150,,Kodiak Island Borough, Alaska,,MOVEDOUT,3,5,2015,OOS
41051,05055,,Greene County, Arkansas,,MOVEDOUT,3,7,2015,OOS
41051,12057,,Hillsborough County, Florida,,MOVEDIN,3,7,2015,OOS
41051,17197,,Will County, Illinois,,MOVEDOUT,3,6,2015,OOS
41051,21179,,Nelson County, Kentucky,,MOVEDOUT,3,5,2015,OOS
41051,2603537160,Hatton township, Clare County, Michigan,,MOVEDOUT,3,4,2015,OOS
41051,26035,,Clare County, Michigan,,MOVEDOUT,3,4,2015,OOS
41051,29117,,Livingston County, Missouri,,MOVEDOUT,3,4,2015,OOS
41051,29510,,St. Louis city, Missouri,,MOVEDNET,3,67,2015,OOS
41051,29217,,Vernon County, Missouri,,MOVEDOUT,3,6,2015,OOS
41051,30049,,Lewis and Clark County, Montana,,MOVEDIN,3,7,2015,OOS
41051,3605142961,Livonia town, Livingston County, New York,,MOVEDOUT,3,4,2015,OOS
41051,3605934000,Hempstead town, Nassau County, New York,,MOVEDNET,3,28,2015,OOS
41051,36051,,Livingston County, New York,,MOVEDOUT,3,4,2015,OOS
41051,36059,,Nassau County, New York,,MOVEDNET,3,28,2015,OOS
41051,40079,,Le Flore County, Oklahoma,,MOVEDIN,3,7,2015,OOS
41051,40079,,Le Flore County, Oklahoma,,MOVEDNET,3,7,2015,OOS
41051,4200117640,Cumberland township, Adams County, Pennsylvania,,MOVEDOUT,3,8,2015,OOS
41051,4203921504,East Mead township, Crawford County, Pennsylvania,,MOVEDOUT,3,4,2015,OOS
41051,42039,,Crawford County, Pennsylvania,,MOVEDOUT,3,4,2015,OOS
41051,48049,,Brown County, Texas,,MOVEDOUT,3,7,2015,OOS
41051,5002758375,Reading town, Windsor County, Vermont,,MOVEDOUT,3,6,2015,OOS
41051,50027,,Windsor County, Vermont,,MOVEDOUT,3,6,2015,OOS
41051,54033,,Harrison County, West Virginia,,MOVEDOUT,3,8,2015,OOS
41051,5504915875,Clyde town, Iowa County, Wisconsin,,MOVEDOUT,3,5,2015,OOS
41051,5505755700,Necedah village, Juneau County, Wisconsin,,MOVEDOUT,3,6,2015,OOS
41051,55049,,Iowa County, Wisconsin,,MOVEDOUT,3,5,2015,OOS
41051,55057,,Juneau County, Wisconsin,,MOVEDOUT,3,6,2015,OOS
41051,02110,,Juneau City and Borough, Alaska,,MOVEDNET,3,25,2018,OOS
41051,12057,,Hillsborough County, Florida,,MOVEDIN,3,8,2018,OOS
41051,16017,,Bonner County, Idaho,,MOVEDNET,3,18,2018,OOS
41051,20137,,Norton County, Kansas,,MOVEDOUT,3,6,2018,OOS
41051,2300346685,Monticello town, Aroostook County, Maine,,MOVEDOUT,3,5,2018,OOS
41051,23003,,Aroostook County, Maine,,MOVEDOUT,3,5,2018,OOS
41051,24031,,Montgomery County, Maryland,,MOVEDNET,3,37,2018,OOS
41051,2612334360,Grant city, Newaygo County, Michigan,,MOVEDOUT,3,5,2018,OOS
41051,2614765820,Port Huron city, St. Clair County, Michigan,,MOVEDIN,3,6,2018,OOS
41051,2614765820,Port Huron city, St. Clair County, Michigan,,MOVEDNET,3,6,2018,OOS
41051,26123,,Newaygo County, Michigan,,MOVEDOUT,3,5,2018,OOS
41051,26147,,St. Clair County, Michigan,,MOVEDIN,3,6,2018,OOS
41051,32001,,Churchill County, Nevada,,MOVEDOUT,3,6,2018,OOS
41051,39007,,Ashtabula County, Ohio,,MOVEDIN,3,7,2018,OOS
41051,39007,,Ashtabula County, Ohio,,MOVEDNET,3,7,2018,OOS
41051,40013,,Bryan County, Oklahoma,,MOVEDOUT,3,4,2018,OOS
41051,51710,,Norfolk city, Virginia,,MOVEDIN,3,7,2018,OOS
41051,51710,,Norfolk city, Virginia,,MOVEDNET,3,7,2018,OOS
41051,53005,,Benton County, Washington,,MOVEDNET,3,129,2018,OOS
41051,54033,,Harrison County, West Virginia,,MOVEDOUT,3,6,2018,OOS
41051,54063,,Monroe County, West Virginia,,MOVEDOUT,3,5,2018,OOS
41051,5507984675,Wauwatosa city, Milwaukee County, Wisconsin,,MOVEDIN,3,7,2018,OOS
41051,5510506500,Beloit city, Rock County, Wisconsin,,MOVEDOUT,3,6,2018,OOS
41051,5514149675,Marshfield city, Wood County, Wisconsin,,MOVEDOUT,3,6,2018,OOS
41051,55105,,Rock County, Wisconsin,,MOVEDOUT,3,6,2018,OOS
41051,55141,,Wood County, Wisconsin,,MOVEDOUT,3,6,2018,OOS
41051,12095,,Orange County, Florida,,MOVEDNET,2,81,2010,OOS
41051,19155,,Pottawattamie County, Iowa,,MOVEDIN,2,7,2010,OOS
41051,19155,,Pottawattamie County, Iowa,,MOVEDNET,2,7,2010,OOS
41051,2616322000,Detroit city, Wayne County, Michigan,,MOVEDOUT,2,3,2010,OOS
41051,2706958144,St. Vincent city, Kittson County, Minnesota,,MOVEDOUT,2,3,2010,OOS
41051,27069,,Kittson County, Minnesota,,MOVEDOUT,2,3,2010,OOS
41051,29510,,St. Louis city, Missouri,,MOVEDNET,2,29,2010,OOS
41051,31025,,Cass County, Nebraska,,MOVEDOUT,2,4,2010,OOS
41051,47157,,Shelby County, Tennessee,,MOVEDNET,2,57,2010,OOS
41051,53009,,Clallam County, Washington,,MOVEDNET,2,64,2010,OOS
41051,5507953000,Milwaukee city, Milwaukee County, Wisconsin,,MOVEDNET,2,29,2010,OOS
41051,56007,,Carbon County, Wyoming,,MOVEDOUT,2,6,2010,OOS
41051,02130,,Ketchikan Gateway Borough, Alaska,,MOVEDOUT,2,4,2015,OOS
41051,02220,,Sitka City and Borough, Alaska,,MOVEDOUT,2,4,2015,OOS
41051,05135,,Sharp County, Arkansas,,MOVEDOUT,2,4,2015,OOS
41051,16067,,Minidoka County, Idaho,,MOVEDOUT,2,6,2015,OOS
41051,16081,,Teton County, Idaho,,MOVEDOUT,2,3,2015,OOS
41051,17097,,Lake County, Illinois,,MOVEDIN,2,6,2015,OOS
41051,2607584300,Waterloo township, Jackson County, Michigan,,MOVEDOUT,2,3,2015,OOS
41051,2614166340,Presque Isle township, Presque Isle County, Michigan,,MOVEDOUT,2,4,2015,OOS
41051,26075,,Jackson County, Michigan,,MOVEDOUT,2,3,2015,OOS
41051,26141,,Presque Isle County, Michigan,,MOVEDOUT,2,4,2015,OOS
41051,2711124632,Gorman township, Otter Tail County, Minnesota,,MOVEDOUT,2,3,2015,OOS
41051,2713746708,Normanna township, St. Louis County, Minnesota,,MOVEDOUT,2,4,2015,OOS
41051,2715101864,Appleton city, Swift County, Minnesota,,MOVEDOUT,2,3,2015,OOS
41051,27111,,Otter Tail County, Minnesota,,MOVEDOUT,2,3,2015,OOS
41051,27151,,Swift County, Minnesota,,MOVEDOUT,2,3,2015,OOS
41051,30003,,Big Horn County, Montana,,MOVEDOUT,2,4,2015,OOS
41051,35049,,Santa Fe County, New Mexico,,MOVEDNET,2,90,2015,OOS
41051,38041,,Hettinger County, North Dakota,,MOVEDOUT,2,3,2015,OOS
41051,38077,,Richland County, North Dakota,,MOVEDOUT,2,4,2015,OOS
41051,39081,,Jefferson County, Ohio,,MOVEDOUT,2,4,2015,OOS
41051,40013,,Bryan County, Oklahoma,,MOVEDOUT,2,3,2015,OOS
41051,41021,,Gilliam County, Oregon,,MOVEDOUT,2,3,2015,IS
41051,41055,,Sherman County, Oregon,,MOVEDOUT,2,3,2015,IS
41051,4211530736,Great Bend township, Susquehanna County, Pennsylvania,,MOVEDIN,2,6,2015,OOS
41051,4211530736,Great Bend township, Susquehanna County, Pennsylvania,,MOVEDNET,2,6,2015,OOS
41051,42115,,Susquehanna County, Pennsylvania,,MOVEDIN,2,6,2015,OOS
41051,42115,,Susquehanna County, Pennsylvania,,MOVEDNET,2,6,2015,OOS
41051,72021,,Bayam�n Municipio, Puerto Rico,,MOVEDIN,2,4,2015,UST
41051,72021,,Bayam�n Municipio, Puerto Rico,,MOVEDNET,2,4,2015,UST
41051,72127,,San Juan Municipio, Puerto Rico,,MOVEDNET,2,35,2015,UST
41051,48039,,Brazoria County, Texas,,MOVEDOUT,2,4,2015,OOS
41051,48183,,Gregg County, Texas,,MOVEDOUT,2,4,2015,OOS
41051,48277,,Lamar County, Texas,,MOVEDOUT,2,4,2015,OOS
41051,48479,,Webb County, Texas,,MOVEDOUT,2,4,2015,OOS
41051,54063,,Monroe County, West Virginia,,MOVEDOUT,2,4,2015,OOS
41051,5510506500,Beloit city, Rock County, Wisconsin,,MOVEDOUT,2,7,2015,OOS
41051,5511333450,Hayward city, Sawyer County, Wisconsin,,MOVEDOUT,2,4,2015,OOS
41051,55105,,Rock County, Wisconsin,,MOVEDOUT,2,7,2015,OOS
41051,56001,,Albany County, Wyoming,,MOVEDNET,2,31,2015,OOS
41051,01127,,Walker County, Alabama,,MOVEDOUT,2,6,2018,OOS
41051,02130,,Ketchikan Gateway Borough, Alaska,,MOVEDOUT,2,3,2018,OOS
41051,08083,,Montezuma County, Colorado,,MOVEDNET,2,34,2018,OOS
41051,16025,,Camas County, Idaho,,MOVEDOUT,2,4,2018,OOS
41051,16065,,Madison County, Idaho,,MOVEDOUT,2,6,2018,OOS
41051,16081,,Teton County, Idaho,,MOVEDOUT,2,6,2018,OOS
41051,17011,,Bureau County, Illinois,,MOVEDOUT,2,3,2018,OOS
41051,18167,,Vigo County, Indiana,,MOVEDOUT,2,19,2018,OOS
41051,20091,,Johnson County, Kansas,,MOVEDNET,2,48,2018,OOS
41051,22013,,Bienville Parish, Louisiana,,MOVEDIN,2,6,2018,OOS
41051,22013,,Bienville Parish, Louisiana,,MOVEDNET,2,6,2018,OOS
41051,2302301570,Arrowsic town, Sagadahoc County, Maine,,MOVEDOUT,2,4,2018,OOS
41051,23023,,Sagadahoc County, Maine,,MOVEDOUT,2,4,2018,OOS
41051,2502723875,Fitchburg city, Worcester County, Massachusetts,,MOVEDOUT,2,6,2018,OOS
41051,2701706328,Blackhoof township, Carlton County, Minnesota,,MOVEDOUT,2,4,2018,OOS
41051,2713713528,Cotton township, St. Louis County, Minnesota,,MOVEDOUT,2,3,2018,OOS
41051,27017,,Carlton County, Minnesota,,MOVEDOUT,2,4,2018,OOS
41051,35043,,Sandoval County, New Mexico,,MOVEDOUT,2,3,2018,OOS
41051,3605142961,Livonia town, Livingston County, New York,,MOVEDOUT,2,3,2018,OOS
41051,3607532028,Hannibal town, Oswego County, New York,,MOVEDOUT,2,4,2018,OOS
41051,36051,,Livingston County, New York,,MOVEDOUT,2,3,2018,OOS
41051,38041,,Hettinger County, North Dakota,,MOVEDOUT,2,4,2018,OOS
41051,40119,,Payne County, Oklahoma,,MOVEDNET,2,53,2018,OOS
41051,41055,,Sherman County, Oregon,,MOVEDOUT,2,3,2018,IS
41051,4203110792,Callensburg borough, Clarion County, Pennsylvania,,MOVEDOUT,2,4,2018,OOS
41051,4209343112,Liberty township, Montour County, Pennsylvania,,MOVEDOUT,2,4,2018,OOS
41051,42031,,Clarion County, Pennsylvania,,MOVEDOUT,2,4,2018,OOS
41051,42093,,Montour County, Pennsylvania,,MOVEDOUT,2,4,2018,OOS
41051,72021,,Bayamón Municipio, Puerto Rico,,MOVEDIN,2,4,2018,UST
41051,72021,,Bayamón Municipio, Puerto Rico,,MOVEDNET,2,4,2018,UST
41051,48039,,Brazoria County, Texas,,MOVEDOUT,2,4,2018,OOS
41051,51510,,Alexandria city, Virginia,,MOVEDNET,2,57,2018,OOS
41051,5500342562,La Pointe town, Ashland County, Wisconsin,,MOVEDOUT,2,5,2018,OOS
41051,5502548750,Maple Bluff village, Dane County, Wisconsin,,MOVEDOUT,2,3,2018,OOS
41051,55003,,Ashland County, Wisconsin,,MOVEDOUT,2,5,2018,OOS
41051,08013,,Boulder County, Colorado,,MOVEDNET,1,116,2010,OOS
41051,16007,,Bear Lake County, Idaho,,MOVEDOUT,1,3,2010,OOS
41051,2608134000,Grand Rapids city, Kent County, Michigan,,MOVEDOUT,1,8,2010,OOS
41051,26081,,Kent County, Michigan,,MOVEDOUT,1,8,2010,OOS
41051,32027,,Pershing County, Nevada,,MOVEDOUT,1,3,2010,OOS
41051,41033,,Josephine County, Oregon,,MOVEDNET,1,67,2010,IS
41051,42071,,Lancaster County, Pennsylvania,,MOVEDNET,1,12,2010,OOS
41051,51013,,Arlington County, Virginia,,MOVEDNET,1,27,2010,OOS
41051,5509961200,Park Falls city, Price County, Wisconsin,,MOVEDOUT,1,3,2010,OOS
41051,55099,,Price County, Wisconsin,,MOVEDOUT,1,3,2010,OOS
41051,01087,,Macon County, Alabama,,MOVEDOUT,1,3,2015,OOS
41051,02100,,Haines Borough, Alaska,,MOVEDOUT,1,3,2015,OOS
41051,02188,,Northwest Arctic Borough, Alaska,,MOVEDOUT,1,3,2015,OOS
41051,06031,,Kings County, California,,MOVEDIN,1,9,2015,OOS
41051,06031,,Kings County, California,,MOVEDNET,1,9,2015,OOS
41051,12011,,Broward County, Florida,,MOVEDOUT,1,3,2015,OOS
41051,12103,,Pinellas County, Florida,,MOVEDNET,1,49,2015,OOS
41051,16005,,Bannock County, Idaho,,MOVEDOUT,1,5,2015,OOS
41051,16065,,Madison County, Idaho,,MOVEDOUT,1,2,2015,OOS
41051,17201,,Winnebago County, Illinois,,MOVEDOUT,1,2,2015,OOS
