movement,estimate,year,or_county,location,tag
MOVEDNET,-8,2018,Jefferson County,Oregon,IS
MOVEDIN,109,2019,Jefferson County,Oregon,IS
MOVEDOUT,136,2019,Jefferson County,Oregon,IS
MOVEDNET,-27,2019,Jefferson County,Oregon,IS
MOVEDIN,140,2020,Jefferson County,Oregon,IS
MOVEDOUT,80,2020,Jefferson County,Oregon,IS
MOVEDNET,60,2020,Jefferson County,Oregon,IS
MOVEDIN,49,2010,Josephine County,Oregon,IS
MOVEDOUT,48,2010,Josephine County,Oregon,IS
MOVEDNET,1,2010,Josephine County,Oregon,IS
MOVEDIN,90,2011,Josephine County,Oregon,IS
MOVEDOUT,38,2011,Josephine County,Oregon,IS
MOVEDNET,52,2011,Josephine County,Oregon,IS
MOVEDIN,74,2012,Josephine County,Oregon,IS
MOVEDOUT,32,2012,Josephine County,Oregon,IS
MOVEDNET,42,2012,Josephine County,Oregon,IS
MOVEDIN,139,2013,Josephine County,Oregon,IS
MOVEDOUT,54,2013,Josephine County,Oregon,IS
MOVEDNET,85,2013,Josephine County,Oregon,IS
MOVEDIN,145,2014,Josephine County,Oregon,IS
MOVEDOUT,44,2014,Josephine County,Oregon,IS
MOVEDNET,101,2014,Josephine County,Oregon,IS
MOVEDIN,173,2015,Josephine County,Oregon,IS
MOVEDOUT,54,2015,Josephine County,Oregon,IS
MOVEDNET,119,2015,Josephine County,Oregon,IS
MOVEDIN,170,2016,Josephine County,Oregon,IS
MOVEDOUT,100,2016,Josephine County,Oregon,IS
MOVEDNET,70,2016,Josephine County,Oregon,IS
MOVEDIN,161,2017,Josephine County,Oregon,IS
MOVEDOUT,97,2017,Josephine County,Oregon,IS
MOVEDNET,64,2017,Josephine County,Oregon,IS
MOVEDIN,122,2018,Josephine County,Oregon,IS
MOVEDOUT,122,2018,Josephine County,Oregon,IS
MOVEDNET,0,2018,Josephine County,Oregon,IS
MOVEDIN,108,2019,Josephine County,Oregon,IS
MOVEDOUT,132,2019,Josephine County,Oregon,IS
MOVEDNET,-24,2019,Josephine County,Oregon,IS
MOVEDIN,74,2020,Josephine County,Oregon,IS
MOVEDOUT,101,2020,Josephine County,Oregon,IS
MOVEDNET,-27,2020,Josephine County,Oregon,IS
MOVEDIN,223,2010,Klamath County,Oregon,IS
MOVEDOUT,120,2010,Klamath County,Oregon,IS
MOVEDNET,103,2010,Klamath County,Oregon,IS
MOVEDIN,280,2011,Klamath County,Oregon,IS
MOVEDOUT,115,2011,Klamath County,Oregon,IS
MOVEDNET,165,2011,Klamath County,Oregon,IS
MOVEDIN,300,2012,Klamath County,Oregon,IS
MOVEDOUT,99,2012,Klamath County,Oregon,IS
MOVEDNET,201,2012,Klamath County,Oregon,IS
MOVEDIN,139,2013,Klamath County,Oregon,IS
MOVEDOUT,114,2013,Klamath County,Oregon,IS
MOVEDNET,25,2013,Klamath County,Oregon,IS
MOVEDIN,125,2014,Klamath County,Oregon,IS
MOVEDOUT,79,2014,Klamath County,Oregon,IS
MOVEDNET,46,2014,Klamath County,Oregon,IS
MOVEDIN,152,2015,Klamath County,Oregon,IS
MOVEDOUT,66,2015,Klamath County,Oregon,IS
MOVEDNET,86,2015,Klamath County,Oregon,IS
MOVEDIN,162,2016,Klamath County,Oregon,IS
MOVEDOUT,85,2016,Klamath County,Oregon,IS
MOVEDNET,77,2016,Klamath County,Oregon,IS
MOVEDIN,241,2017,Klamath County,Oregon,IS
MOVEDOUT,93,2017,Klamath County,Oregon,IS
MOVEDNET,148,2017,Klamath County,Oregon,IS
MOVEDIN,246,2018,Klamath County,Oregon,IS
MOVEDOUT,103,2018,Klamath County,Oregon,IS
MOVEDNET,143,2018,Klamath County,Oregon,IS
MOVEDIN,191,2019,Klamath County,Oregon,IS
MOVEDOUT,106,2019,Klamath County,Oregon,IS
MOVEDNET,85,2019,Klamath County,Oregon,IS
MOVEDIN,131,2020,Klamath County,Oregon,IS
MOVEDOUT,51,2020,Klamath County,Oregon,IS
MOVEDNET,80,2020,Klamath County,Oregon,IS
MOVEDIN,8,2010,Lake County,Oregon,IS
MOVEDOUT,9,2010,Lake County,Oregon,IS
MOVEDNET,-1,2010,Lake County,Oregon,IS
MOVEDIN,8,2011,Lake County,Oregon,IS
MOVEDOUT,4,2011,Lake County,Oregon,IS
MOVEDNET,4,2011,Lake County,Oregon,IS
MOVEDIN,8,2012,Lake County,Oregon,IS
MOVEDOUT,11,2012,Lake County,Oregon,IS
MOVEDNET,-3,2012,Lake County,Oregon,IS
MOVEDIN,6,2013,Lake County,Oregon,IS
MOVEDOUT,14,2013,Lake County,Oregon,IS
MOVEDNET,-8,2013,Lake County,Oregon,IS
MOVEDIN,0,2014,Lake County,Oregon,IS
MOVEDOUT,4,2014,Lake County,Oregon,IS
MOVEDNET,-4,2014,Lake County,Oregon,IS
MOVEDIN,12,2015,Lake County,Oregon,IS
MOVEDOUT,14,2015,Lake County,Oregon,IS
MOVEDNET,-2,2015,Lake County,Oregon,IS
MOVEDIN,36,2016,Lake County,Oregon,IS
MOVEDOUT,13,2016,Lake County,Oregon,IS
MOVEDNET,23,2016,Lake County,Oregon,IS
MOVEDIN,38,2017,Lake County,Oregon,IS
MOVEDOUT,14,2017,Lake County,Oregon,IS
MOVEDNET,24,2017,Lake County,Oregon,IS
MOVEDIN,39,2018,Lake County,Oregon,IS
MOVEDOUT,14,2018,Lake County,Oregon,IS
MOVEDNET,25,2018,Lake County,Oregon,IS
MOVEDIN,39,2019,Lake County,Oregon,IS
MOVEDOUT,23,2019,Lake County,Oregon,IS
MOVEDNET,16,2019,Lake County,Oregon,IS
MOVEDIN,26,2020,Lake County,Oregon,IS
MOVEDOUT,21,2020,Lake County,Oregon,IS
MOVEDNET,5,2020,Lake County,Oregon,IS
MOVEDIN,2221,2010,Lane County,Oregon,IS
MOVEDOUT,1277,2010,Lane County,Oregon,IS
MOVEDNET,944,2010,Lane County,Oregon,IS
MOVEDIN,2152,2011,Lane County,Oregon,IS
MOVEDOUT,1193,2011,Lane County,Oregon,IS
MOVEDNET,959,2011,Lane County,Oregon,IS
MOVEDIN,1931,2012,Lane County,Oregon,IS
MOVEDOUT,1329,2012,Lane County,Oregon,IS
MOVEDNET,602,2012,Lane County,Oregon,IS
MOVEDIN,1769,2013,Lane County,Oregon,IS
MOVEDOUT,1256,2013,Lane County,Oregon,IS
MOVEDNET,513,2013,Lane County,Oregon,IS
MOVEDIN,1834,2014,Lane County,Oregon,IS
MOVEDOUT,1230,2014,Lane County,Oregon,IS
MOVEDNET,604,2014,Lane County,Oregon,IS
MOVEDIN,1734,2015,Lane County,Oregon,IS
MOVEDOUT,1599,2015,Lane County,Oregon,IS
MOVEDNET,135,2015,Lane County,Oregon,IS
MOVEDIN,1700,2016,Lane County,Oregon,IS
MOVEDOUT,1877,2016,Lane County,Oregon,IS
MOVEDNET,-177,2016,Lane County,Oregon,IS
MOVEDIN,1664,2017,Lane County,Oregon,IS
MOVEDOUT,1463,2017,Lane County,Oregon,IS
MOVEDNET,201,2017,Lane County,Oregon,IS
MOVEDIN,1392,2018,Lane County,Oregon,IS
MOVEDOUT,1495,2018,Lane County,Oregon,IS
MOVEDNET,-103,2018,Lane County,Oregon,IS
MOVEDIN,1467,2019,Lane County,Oregon,IS
MOVEDOUT,1513,2019,Lane County,Oregon,IS
MOVEDNET,-46,2019,Lane County,Oregon,IS
MOVEDIN,1614,2020,Lane County,Oregon,IS
MOVEDOUT,1425,2020,Lane County,Oregon,IS
MOVEDNET,189,2020,Lane County,Oregon,IS
MOVEDIN,120,2010,Lincoln County,Oregon,IS
MOVEDOUT,197,2010,Lincoln County,Oregon,IS
MOVEDNET,-77,2010,Lincoln County,Oregon,IS
MOVEDIN,74,2011,Lincoln County,Oregon,IS
MOVEDOUT,207,2011,Lincoln County,Oregon,IS
MOVEDNET,-133,2011,Lincoln County,Oregon,IS
MOVEDIN,82,2012,Lincoln County,Oregon,IS
MOVEDOUT,136,2012,Lincoln County,Oregon,IS
MOVEDNET,-54,2012,Lincoln County,Oregon,IS
MOVEDIN,85,2013,Lincoln County,Oregon,IS
MOVEDOUT,151,2013,Lincoln County,Oregon,IS
MOVEDNET,-66,2013,Lincoln County,Oregon,IS
MOVEDIN,136,2014,Lincoln County,Oregon,IS
MOVEDOUT,261,2014,Lincoln County,Oregon,IS
MOVEDNET,-125,2014,Lincoln County,Oregon,IS
MOVEDIN,149,2015,Lincoln County,Oregon,IS
MOVEDOUT,316,2015,Lincoln County,Oregon,IS
MOVEDNET,-167,2015,Lincoln County,Oregon,IS
MOVEDIN,140,2016,Lincoln County,Oregon,IS
MOVEDOUT,427,2016,Lincoln County,Oregon,IS
MOVEDNET,-287,2016,Lincoln County,Oregon,IS
MOVEDIN,217,2017,Lincoln County,Oregon,IS
MOVEDOUT,471,2017,Lincoln County,Oregon,IS
MOVEDNET,-254,2017,Lincoln County,Oregon,IS
MOVEDIN,217,2018,Lincoln County,Oregon,IS
MOVEDOUT,547,2018,Lincoln County,Oregon,IS
MOVEDNET,-330,2018,Lincoln County,Oregon,IS
MOVEDIN,179,2019,Lincoln County,Oregon,IS
MOVEDOUT,437,2019,Lincoln County,Oregon,IS
MOVEDNET,-258,2019,Lincoln County,Oregon,IS
MOVEDIN,297,2020,Lincoln County,Oregon,IS
MOVEDOUT,352,2020,Lincoln County,Oregon,IS
MOVEDNET,-55,2020,Lincoln County,Oregon,IS
MOVEDIN,134,2010,Linn County,Oregon,IS
MOVEDOUT,157,2010,Linn County,Oregon,IS
MOVEDNET,-23,2010,Linn County,Oregon,IS
MOVEDIN,297,2011,Linn County,Oregon,IS
MOVEDOUT,144,2011,Linn County,Oregon,IS
MOVEDNET,153,2011,Linn County,Oregon,IS
MOVEDIN,209,2012,Linn County,Oregon,IS
MOVEDOUT,161,2012,Linn County,Oregon,IS
MOVEDNET,48,2012,Linn County,Oregon,IS
MOVEDIN,493,2013,Linn County,Oregon,IS
MOVEDOUT,165,2013,Linn County,Oregon,IS
MOVEDNET,328,2013,Linn County,Oregon,IS
MOVEDIN,651,2014,Linn County,Oregon,IS
MOVEDOUT,275,2014,Linn County,Oregon,IS
MOVEDNET,376,2014,Linn County,Oregon,IS
MOVEDIN,612,2015,Linn County,Oregon,IS
MOVEDOUT,308,2015,Linn County,Oregon,IS
MOVEDNET,304,2015,Linn County,Oregon,IS
MOVEDIN,478,2016,Linn County,Oregon,IS
MOVEDOUT,305,2016,Linn County,Oregon,IS
MOVEDNET,173,2016,Linn County,Oregon,IS
MOVEDIN,510,2017,Linn County,Oregon,IS
MOVEDOUT,269,2017,Linn County,Oregon,IS
MOVEDNET,241,2017,Linn County,Oregon,IS
MOVEDIN,324,2018,Linn County,Oregon,IS
MOVEDOUT,245,2018,Linn County,Oregon,IS
MOVEDNET,79,2018,Linn County,Oregon,IS
MOVEDIN,337,2019,Linn County,Oregon,IS
MOVEDOUT,116,2019,Linn County,Oregon,IS
MOVEDNET,221,2019,Linn County,Oregon,IS
MOVEDIN,483,2020,Linn County,Oregon,IS
MOVEDOUT,106,2020,Linn County,Oregon,IS
MOVEDNET,377,2020,Linn County,Oregon,IS
MOVEDIN,26,2010,Malheur County,Oregon,IS
MOVEDOUT,199,2010,Malheur County,Oregon,IS
MOVEDNET,-173,2010,Malheur County,Oregon,IS
MOVEDIN,25,2011,Malheur County,Oregon,IS
MOVEDOUT,228,2011,Malheur County,Oregon,IS
MOVEDNET,-203,2011,Malheur County,Oregon,IS
MOVEDIN,19,2012,Malheur County,Oregon,IS
MOVEDOUT,205,2012,Malheur County,Oregon,IS
MOVEDNET,-186,2012,Malheur County,Oregon,IS
MOVEDIN,42,2013,Malheur County,Oregon,IS
MOVEDOUT,123,2013,Malheur County,Oregon,IS
MOVEDNET,-81,2013,Malheur County,Oregon,IS
MOVEDIN,53,2014,Malheur County,Oregon,IS
MOVEDOUT,144,2014,Malheur County,Oregon,IS
MOVEDNET,-91,2014,Malheur County,Oregon,IS
MOVEDIN,70,2015,Malheur County,Oregon,IS
MOVEDOUT,162,2015,Malheur County,Oregon,IS
MOVEDNET,-92,2015,Malheur County,Oregon,IS
MOVEDIN,66,2016,Malheur County,Oregon,IS
MOVEDOUT,156,2016,Malheur County,Oregon,IS
MOVEDNET,-90,2016,Malheur County,Oregon,IS
MOVEDIN,76,2017,Malheur County,Oregon,IS
MOVEDOUT,182,2017,Malheur County,Oregon,IS
MOVEDNET,-106,2017,Malheur County,Oregon,IS
MOVEDIN,38,2018,Malheur County,Oregon,IS
MOVEDOUT,225,2018,Malheur County,Oregon,IS
MOVEDNET,-187,2018,Malheur County,Oregon,IS
MOVEDIN,56,2019,Malheur County,Oregon,IS
MOVEDOUT,137,2019,Malheur County,Oregon,IS
MOVEDNET,-81,2019,Malheur County,Oregon,IS
MOVEDIN,64,2020,Malheur County,Oregon,IS
MOVEDOUT,127,2020,Malheur County,Oregon,IS
MOVEDNET,-63,2020,Malheur County,Oregon,IS
MOVEDIN,1618,2010,Marion County,Oregon,IS
MOVEDOUT,1413,2010,Marion County,Oregon,IS
MOVEDNET,205,2010,Marion County,Oregon,IS
MOVEDIN,1627,2011,Marion County,Oregon,IS
MOVEDOUT,1251,2011,Marion County,Oregon,IS
MOVEDNET,376,2011,Marion County,Oregon,IS
MOVEDIN,1560,2012,Marion County,Oregon,IS
MOVEDOUT,1023,2012,Marion County,Oregon,IS
MOVEDNET,537,2012,Marion County,Oregon,IS
MOVEDIN,1396,2013,Marion County,Oregon,IS
MOVEDOUT,1320,2013,Marion County,Oregon,IS
MOVEDNET,76,2013,Marion County,Oregon,IS
MOVEDIN,1607,2014,Marion County,Oregon,IS
MOVEDOUT,1323,2014,Marion County,Oregon,IS
MOVEDNET,284,2014,Marion County,Oregon,IS
MOVEDIN,1504,2015,Marion County,Oregon,IS
MOVEDOUT,1374,2015,Marion County,Oregon,IS
MOVEDNET,130,2015,Marion County,Oregon,IS
MOVEDIN,1483,2016,Marion County,Oregon,IS
MOVEDOUT,1682,2016,Marion County,Oregon,IS
MOVEDNET,-199,2016,Marion County,Oregon,IS
MOVEDIN,2116,2017,Marion County,Oregon,IS
MOVEDOUT,1468,2017,Marion County,Oregon,IS
MOVEDNET,648,2017,Marion County,Oregon,IS
MOVEDIN,2127,2018,Marion County,Oregon,IS
MOVEDOUT,1119,2018,Marion County,Oregon,IS
MOVEDNET,1008,2018,Marion County,Oregon,IS
MOVEDIN,1982,2019,Marion County,Oregon,IS
MOVEDOUT,1081,2019,Marion County,Oregon,IS
MOVEDNET,901,2019,Marion County,Oregon,IS
MOVEDIN,2754,2020,Marion County,Oregon,IS
MOVEDOUT,1182,2020,Marion County,Oregon,IS
MOVEDNET,1572,2020,Marion County,Oregon,IS
MOVEDIN,0,2010,Morrow County,Oregon,IS
MOVEDOUT,155,2010,Morrow County,Oregon,IS
MOVEDNET,-155,2010,Morrow County,Oregon,IS
MOVEDIN,0,2011,Morrow County,Oregon,IS
MOVEDOUT,93,2011,Morrow County,Oregon,IS
MOVEDNET,-93,2011,Morrow County,Oregon,IS
MOVEDIN,19,2012,Morrow County,Oregon,IS
MOVEDOUT,70,2012,Morrow County,Oregon,IS
MOVEDNET,-51,2012,Morrow County,Oregon,IS
MOVEDIN,11,2013,Morrow County,Oregon,IS
MOVEDOUT,0,2013,Morrow County,Oregon,IS
MOVEDNET,11,2013,Morrow County,Oregon,IS
MOVEDIN,10,2014,Morrow County,Oregon,IS
MOVEDOUT,0,2014,Morrow County,Oregon,IS
MOVEDNET,10,2014,Morrow County,Oregon,IS
MOVEDIN,54,2015,Morrow County,Oregon,IS
MOVEDOUT,30,2015,Morrow County,Oregon,IS
MOVEDNET,24,2015,Morrow County,Oregon,IS
MOVEDIN,57,2016,Morrow County,Oregon,IS
MOVEDOUT,29,2016,Morrow County,Oregon,IS
MOVEDNET,28,2016,Morrow County,Oregon,IS
MOVEDIN,39,2017,Morrow County,Oregon,IS
MOVEDOUT,32,2017,Morrow County,Oregon,IS
MOVEDNET,7,2017,Morrow County,Oregon,IS
MOVEDIN,51,2018,Morrow County,Oregon,IS
MOVEDOUT,124,2018,Morrow County,Oregon,IS
MOVEDNET,-73,2018,Morrow County,Oregon,IS
MOVEDIN,43,2019,Morrow County,Oregon,IS
MOVEDOUT,102,2019,Morrow County,Oregon,IS
MOVEDNET,-59,2019,Morrow County,Oregon,IS
MOVEDIN,0,2020,Morrow County,Oregon,IS
MOVEDOUT,57,2020,Morrow County,Oregon,IS
MOVEDNET,-57,2020,Morrow County,Oregon,IS
MOVEDIN,235,2010,Polk County,Oregon,IS
MOVEDOUT,554,2010,Polk County,Oregon,IS
MOVEDNET,-319,2010,Polk County,Oregon,IS
MOVEDIN,222,2011,Polk County,Oregon,IS
MOVEDOUT,423,2011,Polk County,Oregon,IS
MOVEDNET,-201,2011,Polk County,Oregon,IS
MOVEDIN,262,2012,Polk County,Oregon,IS
MOVEDOUT,266,2012,Polk County,Oregon,IS
MOVEDNET,-4,2012,Polk County,Oregon,IS
MOVEDIN,312,2013,Polk County,Oregon,IS
MOVEDOUT,306,2013,Polk County,Oregon,IS
MOVEDNET,6,2013,Polk County,Oregon,IS
MOVEDIN,311,2014,Polk County,Oregon,IS
MOVEDOUT,446,2014,Polk County,Oregon,IS
MOVEDNET,-135,2014,Polk County,Oregon,IS
MOVEDIN,219,2015,Polk County,Oregon,IS
MOVEDOUT,474,2015,Polk County,Oregon,IS
MOVEDNET,-255,2015,Polk County,Oregon,IS
MOVEDIN,190,2016,Polk County,Oregon,IS
MOVEDOUT,539,2016,Polk County,Oregon,IS
MOVEDNET,-349,2016,Polk County,Oregon,IS
MOVEDIN,299,2017,Polk County,Oregon,IS
MOVEDOUT,573,2017,Polk County,Oregon,IS
MOVEDNET,-274,2017,Polk County,Oregon,IS
MOVEDIN,246,2018,Polk County,Oregon,IS
MOVEDOUT,535,2018,Polk County,Oregon,IS
MOVEDNET,-289,2018,Polk County,Oregon,IS
MOVEDIN,271,2019,Polk County,Oregon,IS
MOVEDOUT,377,2019,Polk County,Oregon,IS
MOVEDNET,-106,2019,Polk County,Oregon,IS
MOVEDIN,422,2020,Polk County,Oregon,IS
MOVEDOUT,424,2020,Polk County,Oregon,IS
MOVEDNET,-2,2020,Polk County,Oregon,IS
MOVEDIN,0,2014,Sherman County,Oregon,IS
MOVEDOUT,1,2014,Sherman County,Oregon,IS
MOVEDNET,-1,2014,Sherman County,Oregon,IS
MOVEDIN,0,2015,Sherman County,Oregon,IS
MOVEDOUT,2,2015,Sherman County,Oregon,IS
MOVEDNET,-2,2015,Sherman County,Oregon,IS
MOVEDIN,0,2016,Sherman County,Oregon,IS
MOVEDOUT,2,2016,Sherman County,Oregon,IS
MOVEDNET,-2,2016,Sherman County,Oregon,IS
MOVEDIN,0,2017,Sherman County,Oregon,IS
MOVEDOUT,1,2017,Sherman County,Oregon,IS
MOVEDNET,-1,2017,Sherman County,Oregon,IS
MOVEDIN,0,2018,Sherman County,Oregon,IS
MOVEDOUT,2,2018,Sherman County,Oregon,IS
MOVEDNET,-2,2018,Sherman County,Oregon,IS
MOVEDIN,0,2019,Sherman County,Oregon,IS
MOVEDOUT,6,2019,Sherman County,Oregon,IS
MOVEDNET,-6,2019,Sherman County,Oregon,IS
MOVEDIN,0,2020,Sherman County,Oregon,IS
MOVEDOUT,8,2020,Sherman County,Oregon,IS
MOVEDNET,-8,2020,Sherman County,Oregon,IS
MOVEDIN,115,2010,Tillamook County,Oregon,IS
MOVEDOUT,388,2010,Tillamook County,Oregon,IS
MOVEDNET,-273,2010,Tillamook County,Oregon,IS
MOVEDIN,100,2011,Tillamook County,Oregon,IS
MOVEDOUT,456,2011,Tillamook County,Oregon,IS
MOVEDNET,-356,2011,Tillamook County,Oregon,IS
MOVEDIN,94,2012,Tillamook County,Oregon,IS
MOVEDOUT,390,2012,Tillamook County,Oregon,IS
MOVEDNET,-296,2012,Tillamook County,Oregon,IS
MOVEDIN,64,2013,Tillamook County,Oregon,IS
MOVEDOUT,84,2013,Tillamook County,Oregon,IS
MOVEDNET,-20,2013,Tillamook County,Oregon,IS
MOVEDIN,118,2014,Tillamook County,Oregon,IS
MOVEDOUT,84,2014,Tillamook County,Oregon,IS
MOVEDNET,34,2014,Tillamook County,Oregon,IS
MOVEDIN,124,2015,Tillamook County,Oregon,IS
MOVEDOUT,77,2015,Tillamook County,Oregon,IS
MOVEDNET,47,2015,Tillamook County,Oregon,IS
MOVEDIN,111,2016,Tillamook County,Oregon,IS
MOVEDOUT,159,2016,Tillamook County,Oregon,IS
MOVEDNET,-48,2016,Tillamook County,Oregon,IS
MOVEDIN,100,2017,Tillamook County,Oregon,IS
MOVEDOUT,189,2017,Tillamook County,Oregon,IS
MOVEDNET,-89,2017,Tillamook County,Oregon,IS
MOVEDIN,107,2018,Tillamook County,Oregon,IS
MOVEDOUT,216,2018,Tillamook County,Oregon,IS
MOVEDNET,-109,2018,Tillamook County,Oregon,IS
MOVEDIN,67,2019,Tillamook County,Oregon,IS
MOVEDOUT,250,2019,Tillamook County,Oregon,IS
MOVEDNET,-183,2019,Tillamook County,Oregon,IS
MOVEDIN,51,2020,Tillamook County,Oregon,IS
MOVEDOUT,352,2020,Tillamook County,Oregon,IS
MOVEDNET,-301,2020,Tillamook County,Oregon,IS
MOVEDIN,241,2010,Umatilla County,Oregon,IS
MOVEDOUT,229,2010,Umatilla County,Oregon,IS
MOVEDNET,12,2010,Umatilla County,Oregon,IS
MOVEDIN,232,2011,Umatilla County,Oregon,IS
MOVEDOUT,180,2011,Umatilla County,Oregon,IS
MOVEDNET,52,2011,Umatilla County,Oregon,IS
MOVEDIN,336,2012,Umatilla County,Oregon,IS
MOVEDOUT,195,2012,Umatilla County,Oregon,IS
MOVEDNET,141,2012,Umatilla County,Oregon,IS
MOVEDIN,335,2013,Umatilla County,Oregon,IS
MOVEDOUT,181,2013,Umatilla County,Oregon,IS
MOVEDNET,154,2013,Umatilla County,Oregon,IS
MOVEDIN,327,2014,Umatilla County,Oregon,IS
MOVEDOUT,220,2014,Umatilla County,Oregon,IS
MOVEDNET,107,2014,Umatilla County,Oregon,IS
MOVEDIN,258,2015,Umatilla County,Oregon,IS
MOVEDOUT,171,2015,Umatilla County,Oregon,IS
MOVEDNET,87,2015,Umatilla County,Oregon,IS
MOVEDIN,241,2016,Umatilla County,Oregon,IS
MOVEDOUT,218,2016,Umatilla County,Oregon,IS
MOVEDNET,23,2016,Umatilla County,Oregon,IS
MOVEDIN,97,2017,Umatilla County,Oregon,IS
MOVEDOUT,198,2017,Umatilla County,Oregon,IS
MOVEDNET,-101,2017,Umatilla County,Oregon,IS
MOVEDIN,74,2018,Umatilla County,Oregon,IS
MOVEDOUT,266,2018,Umatilla County,Oregon,IS
MOVEDNET,-192,2018,Umatilla County,Oregon,IS
MOVEDIN,90,2019,Umatilla County,Oregon,IS
MOVEDOUT,222,2019,Umatilla County,Oregon,IS
MOVEDNET,-132,2019,Umatilla County,Oregon,IS
MOVEDIN,64,2020,Umatilla County,Oregon,IS
MOVEDOUT,231,2020,Umatilla County,Oregon,IS
MOVEDNET,-167,2020,Umatilla County,Oregon,IS
MOVEDIN,126,2010,Union County,Oregon,IS
MOVEDOUT,33,2010,Union County,Oregon,IS
MOVEDNET,93,2010,Union County,Oregon,IS
MOVEDIN,202,2011,Union County,Oregon,IS
MOVEDOUT,68,2011,Union County,Oregon,IS
MOVEDNET,134,2011,Union County,Oregon,IS
MOVEDIN,175,2012,Union County,Oregon,IS
MOVEDOUT,60,2012,Union County,Oregon,IS
MOVEDNET,115,2012,Union County,Oregon,IS
MOVEDIN,153,2013,Union County,Oregon,IS
MOVEDOUT,52,2013,Union County,Oregon,IS
MOVEDNET,101,2013,Union County,Oregon,IS
MOVEDIN,161,2014,Union County,Oregon,IS
MOVEDOUT,79,2014,Union County,Oregon,IS
MOVEDNET,82,2014,Union County,Oregon,IS
MOVEDIN,138,2015,Union County,Oregon,IS
MOVEDOUT,46,2015,Union County,Oregon,IS
MOVEDNET,92,2015,Union County,Oregon,IS
MOVEDIN,8,2016,Union County,Oregon,IS
MOVEDOUT,53,2016,Union County,Oregon,IS
MOVEDNET,-45,2016,Union County,Oregon,IS
MOVEDIN,0,2017,Union County,Oregon,IS
MOVEDOUT,55,2017,Union County,Oregon,IS
MOVEDNET,-55,2017,Union County,Oregon,IS
MOVEDIN,32,2018,Union County,Oregon,IS
MOVEDOUT,62,2018,Union County,Oregon,IS
MOVEDNET,-30,2018,Union County,Oregon,IS
MOVEDIN,33,2019,Union County,Oregon,IS
MOVEDOUT,36,2019,Union County,Oregon,IS
MOVEDNET,-3,2019,Union County,Oregon,IS
MOVEDIN,27,2020,Union County,Oregon,IS
MOVEDOUT,29,2020,Union County,Oregon,IS
MOVEDNET,-2,2020,Union County,Oregon,IS
MOVEDIN,0,2010,Wallowa County,Oregon,IS
MOVEDOUT,3,2010,Wallowa County,Oregon,IS
MOVEDNET,-3,2010,Wallowa County,Oregon,IS
MOVEDIN,16,2011,Wallowa County,Oregon,IS
MOVEDOUT,3,2011,Wallowa County,Oregon,IS
MOVEDNET,13,2011,Wallowa County,Oregon,IS
MOVEDIN,19,2012,Wallowa County,Oregon,IS
MOVEDOUT,3,2012,Wallowa County,Oregon,IS
MOVEDNET,16,2012,Wallowa County,Oregon,IS
MOVEDIN,15,2013,Wallowa County,Oregon,IS
MOVEDOUT,3,2013,Wallowa County,Oregon,IS
MOVEDNET,12,2013,Wallowa County,Oregon,IS
MOVEDIN,14,2014,Wallowa County,Oregon,IS
MOVEDOUT,37,2014,Wallowa County,Oregon,IS
MOVEDNET,-23,2014,Wallowa County,Oregon,IS
MOVEDIN,15,2015,Wallowa County,Oregon,IS
MOVEDOUT,24,2015,Wallowa County,Oregon,IS
MOVEDNET,-9,2015,Wallowa County,Oregon,IS
MOVEDIN,0,2016,Wallowa County,Oregon,IS
MOVEDOUT,36,2016,Wallowa County,Oregon,IS
MOVEDNET,-36,2016,Wallowa County,Oregon,IS
MOVEDIN,0,2017,Wallowa County,Oregon,IS
MOVEDOUT,43,2017,Wallowa County,Oregon,IS
MOVEDNET,-43,2017,Wallowa County,Oregon,IS
MOVEDIN,0,2018,Wallowa County,Oregon,IS
MOVEDOUT,48,2018,Wallowa County,Oregon,IS
MOVEDNET,-48,2018,Wallowa County,Oregon,IS
MOVEDIN,0,2019,Wallowa County,Oregon,IS
MOVEDOUT,17,2019,Wallowa County,Oregon,IS
MOVEDNET,-17,2019,Wallowa County,Oregon,IS
MOVEDIN,0,2020,Wallowa County,Oregon,IS
MOVEDOUT,42,2020,Wallowa County,Oregon,IS
MOVEDNET,-42,2020,Wallowa County,Oregon,IS
MOVEDIN,214,2010,Wasco County,Oregon,IS
MOVEDOUT,143,2010,Wasco County,Oregon,IS
MOVEDNET,71,2010,Wasco County,Oregon,IS
MOVEDIN,180,2011,Wasco County,Oregon,IS
MOVEDOUT,241,2011,Wasco County,Oregon,IS
MOVEDNET,-61,2011,Wasco County,Oregon,IS
MOVEDIN,151,2012,Wasco County,Oregon,IS
MOVEDOUT,131,2012,Wasco County,Oregon,IS
MOVEDNET,20,2012,Wasco County,Oregon,IS
MOVEDIN,182,2013,Wasco County,Oregon,IS
MOVEDOUT,125,2013,Wasco County,Oregon,IS
MOVEDNET,57,2013,Wasco County,Oregon,IS
MOVEDIN,199,2014,Wasco County,Oregon,IS
MOVEDOUT,132,2014,Wasco County,Oregon,IS
MOVEDNET,67,2014,Wasco County,Oregon,IS
MOVEDIN,271,2015,Wasco County,Oregon,IS
MOVEDOUT,185,2015,Wasco County,Oregon,IS
MOVEDNET,86,2015,Wasco County,Oregon,IS
MOVEDIN,278,2016,Wasco County,Oregon,IS
MOVEDOUT,137,2016,Wasco County,Oregon,IS
